image_path,label,connector_name
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106132710_TOP.png,OCCLUSION,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106132747_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106132747_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106132747_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106132747_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106132747_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106132747_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106132747_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106132747_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106132747_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106132824_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106132824_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106132824_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106132824_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106132824_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106132824_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106132824_TOP.png,OCCLUSION,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106132824_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106132824_TOP.png,OCCLUSION,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106132900_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106132900_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106132900_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106132900_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106132900_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106132900_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106132900_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106132900_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106132900_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106132935_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106132935_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106132935_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106132935_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106132935_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106132935_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106132935_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106132935_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106132935_TOP.png,OCCLUSION,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106133012_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106133012_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106133012_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106133012_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106133012_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106133012_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106133012_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106133012_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106133012_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106133048_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106133048_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106133048_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106133048_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106133048_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106133048_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106133048_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106133048_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106133048_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106133124_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106133124_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106133124_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106133124_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106133124_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106133124_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106133124_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106133124_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106133124_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106133202_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106133202_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106133202_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106133202_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106133202_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106133202_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106133202_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106133202_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106133202_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106133238_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106133238_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106133238_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106133238_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106133238_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106133238_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106133238_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106133238_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106133238_TOP.png,OCCLUSION,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106135917_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106135917_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106135917_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106135917_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106135917_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106135917_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106135917_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106135917_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106135917_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106135955_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106135955_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106135955_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106135955_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106135955_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106135955_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106135955_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106135955_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106135955_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140029_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140029_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140029_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140029_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140029_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140029_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140029_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140029_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140029_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140108_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140108_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140108_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140108_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140108_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140108_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140108_TOP.png,OCCLUSION,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140108_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140108_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140143_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140143_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140143_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140143_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140143_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140143_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140143_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140143_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140143_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140220_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140220_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140220_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140220_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140220_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140220_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140220_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140220_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140220_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140254_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140254_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140254_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140254_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140254_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140254_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140254_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140254_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140254_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140333_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140333_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140333_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140333_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140333_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140333_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140333_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140333_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140333_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140408_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140408_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140408_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140408_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140408_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140408_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140408_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140408_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140408_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140444_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140444_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140444_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140444_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140444_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140444_TOP.png,OCCLUSION,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140444_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140444_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140444_TOP.png,OCCLUSION,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140521_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140521_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140521_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140521_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140521_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140521_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140521_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140521_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140521_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140557_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140557_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140557_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140557_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140557_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140557_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140557_TOP.png,OCCLUSION,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140557_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140557_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140634_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140634_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140634_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140634_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140634_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140634_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140634_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140634_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140634_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140711_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140711_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140711_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140711_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140711_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140711_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140711_TOP.png,OCCLUSION,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140711_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140711_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140748_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140748_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140748_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140748_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140748_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140748_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140748_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140748_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140748_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140823_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140823_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140823_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140823_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140823_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140823_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140823_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140823_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140823_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140859_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140859_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140859_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140859_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140859_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140859_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140859_TOP.png,OCCLUSION,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140859_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140859_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106140934_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106140934_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106140934_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106140934_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106140934_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106140934_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106140934_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106140934_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106140934_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106141010_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106141010_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106141010_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106141010_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106141010_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106141010_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106141010_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106141010_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106141010_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106141048_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106141048_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106141048_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106141048_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106141048_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106141048_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106141048_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106141048_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106141048_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106141123_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106141123_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106141123_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106141123_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106141123_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106141123_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106141123_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106141123_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106141123_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106141200_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106141200_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106141200_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106141200_TOP.png,OK,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106141200_TOP.png,OCCLUSION,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106141200_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106141200_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106141200_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106141200_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106141239_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106141239_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106141239_TOP.png,OK,conn3
/content/drive/MyDrive/Project Work/Data/connectors/conn4/20251106141239_TOP.png,OCCLUSION,conn4
/content/drive/MyDrive/Project Work/Data/connectors/conn5/20251106141239_TOP.png,OK,conn5
/content/drive/MyDrive/Project Work/Data/connectors/conn6/20251106141239_TOP.png,OK,conn6
/content/drive/MyDrive/Project Work/Data/connectors/conn7/20251106141239_TOP.png,OK,conn7
/content/drive/MyDrive/Project Work/Data/connectors/conn8/20251106141239_TOP.png,OK,conn8
/content/drive/MyDrive/Project Work/Data/connectors/conn9/20251106141239_TOP.png,OK,conn9
/content/drive/MyDrive/Project Work/Data/connectors/conn1/20251106141313_TOP.png,OK,conn1
/content/drive/MyDrive/Project Work/Data/connectors/conn2/20251106141313_TOP.png,OK,conn2
/content/drive/MyDrive/Project Work/Data/connectors/conn3/20251106141313_TOP.png,OK,conn3
